book_id,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
8578,8774,9230,4180,4709,4315,5492,8924,5601,6106,7323,2096,1765,3303,4439,7858
8581,7086,1705,6014,7785,6500,7410,1148,6323,3025,7372,7155,1294,6182,2787,4888
8585,5056,6373,6514,7083,3922,7894,1875,8213,2696,8260,1632,1635,5683,5816,2731
8588,6630,2337,5911,7459,8305,5150,7462,6817,3719,8805,5730,4531,9129,8221,2300
8589,9832,9323,7661,4291,6937,3840,5940,9473,2709,5908,6921,5730,8336,6160,8949
8590,2463,8553,7358,5732,7928,4581,6985,6287,8556,8572,7126,2388,8280,5624,6802
8591,4014,5567,4698,6547,9225,9119,2957,3484,3094,6526,3904,2821,1112,2781,2319
8592,7986,7127,4440,4044,4826,5962,5960,5067,3627,2262,7600,4000,4712,4776,6080
8593,6976,6853,7746,3959,2834,9003,6612,10000,6674,1302,6882,5032,6194,9834,3888
8596,7707,7941,6172,8861,5528,6520,9657,7099,5486,6185,1838,8624,5026,7213,7787
8597,5822,524,8650,5070,6704,2444,4455,8516,4426,1725,2255,7749,6775,5808,392
8598,1687,9313,9903,365,5181,6529,2361,1313,5586,5173,3205,4507,2514,3609,8112
8599,9851,1126,9948,7361,5017,7863,9940,5565,5497,6652,7406,6800,6743,5248,4281
8605,4059,6230,3077,8212,6844,5940,8724,2544,462,3022,8840,8896,5911,5354,2344
8607,8761,9734,6794,9897,5267,6859,3664,6279,2861,8652,9925,8104,3369,3089,6640
8608,7053,8431,6174,7348,4616,6660,7158,4846,5758,5167,8143,5129,5321,5365,5799
8609,4778,6524,8976,3833,6842,3344,8120,1601,1650,2326,7616,972,2315,1953,1204
8610,9704,7626,9708,8734,4114,7361,9838,9940,2072,5565,9813,5497,6652,1604,7406
8611,7756,9667,8390,1113,6613,9732,6820,6101,9281,5420,7428,3928,5386,4906,1454
8617,698,9368,7793,5022,6072,7139,990,4213,3789,7953,7336,7497,7551,2423,8638
8618,7172,5182,3556,8849,9910,7686,9280,3440,3028,7961,2199,3131,7946,6130,6968
8620,9496,9623,7748,3217,6835,5003,4240,7350,4525,4567,1561,2408,4094,5095,6644
8623,2226,4661,6857,1235,9988,7990,5747,1003,5806,9732,3072,5258,1914,3754,7778
8624,7099,8861,6172,5026,7707,7017,8894,6520,8596,7825,6376,7941,4546,9199,8874
8625,7563,7079,2464,9063,6447,6954,6485,7907,2559,5992,8440,8366,7135,6181,7650
8626,1975,1977,1827,1163,1774,1225,1289,1549,1233,1476,1033,873,8262,5444,8354
8627,2473,3591,5968,4090,4861,4643,4208,6007,9176,2674,2170,808,1025,1431,3127
8630,6679,1995,6979,8536,1576,9365,3683,7348,698,5129,3180,6750,8431,1523,7426
8631,2789,3971,6167,4062,4134,4535,1974,8853,588,6908,1963,3091,6589,7509,9333
8632,7046,9759,3023,1784,6937,4258,3686,9386,4729,8433,9502,7779,9834,9905,8153
8633,3404,7985,6781,2703,7778,8906,9997,6219,9766,8167,9156,8647,4421,6320,1280
8635,6179,7307,8201,9233,9758,4310,8849,5144,6038,3495,6017,5655,4286,4017,2859
8636,6564,2977,9429,2640,9814,1862,7765,2819,4019,5992,6376,8783,7907,9977,3222
8637,5810,9924,6861,9876,6733,5472,9976,6982,7284,9767,8332,781,8507,9076,4581
8638,4858,7132,6387,7617,1804,7268,9875,2094,3940,4802,8072,3789,3113,9676,302
8640,9389,7855,5509,4290,6017,7081,9302,4779,9233,6009,8635,5637,3471,5880,7504
8643,3319,5406,8010,7104,7604,8846,8535,6879,3221,9077,5722,4166,4492,2480,4775
8645,9415,8645,6292,7854,4857,6203,9562,6193,5912,5370,3496,5611,5000,6967,2591
8647,8850,5686,4443,6238,4444,7736,1160,9832,2990,6781,8633,8529,9452,8396,6043
8648,3509,2381,9443,2432,5600,1535,5018,6963,4067,3213,4172,1290,6457,4335,5871
8650,6775,9819,5980,8597,6249,1148,6875,720,3415,9974,2865,1069,3830,1193,564
8651,9922,5498,9019,3291,4182,7258,5554,2385,9074,9434,7824,5147,6536,4993,5357
8652,8761,9734,6859,8607,9897,5267,6794,3664,6279,2861,6938,8010,5020,5066,9925
8653,9785,8745,7879,3418,9881,7045,9532,6072,3409,9313,4454,9600,2836,6045,9979
8654,7664,4139,1873,8786,3425,7377,516,8320,2782,3849,7212,7551,8165,8117,8318
8655,2805,4616,4846,5129,5321,5365,5799,8608,6510,7053,3058,8736,7348,990,8431
8656,8738,8428,8791,3787,6106,6027,8202,2380,6543,2603,5601,7481,2946,835,5163
8659,4735,261,6734,6396,9574,5415,5086,7995,9868,7597,7556,4913,8218,7339,4870
8661,2263,6893,1985,6422,5059,7268,2059,6580,4949,6059,6134,2920,1440,3517,4861
8662,4047,9768,2555,7145,8517,3403,3734,9581,6229,9615,3953,5428,5919,1974,8831
8664,6315,1777,4183,9561,7759,3707,7232,6800,9741,8077,9298,5515,3471,9979,7039
8665,6334,7186,3942,8214,3995,8805,4877,2095,454,2504,5446,8175,3274,3047,6283
8666,7375,8773,8472,7686,9404,9698,7395,6184,5059,3661,8558,5418,9549,8547,3512
8667,4070,3834,6484,5877,9433,4933,5049,9868,1128,6056,5113,5674,3974,3414,6369
8673,5830,2209,9308,3941,3203,9588,5326,3728,8995,7254,3923,3063,5734,2177,3964
8675,3799,8054,8203,8207,7833,6122,7352,4567,4870,2490,5029,2812,5931,2032,7231
8676,467,9004,6191,4272,3296,9997,8914,9832,4509,7066,1683,1136,2449,654,5126
8677,9958,6791,8847,3503,2190,8801,9624,8920,5120,1595,6588,8186,2740,4820,7599
8680,8552,4287,5691,7654,9617,6142,4919,9301,6222,9760,4717,504,7489,4327,9134
8681,3794,6288,7761,4519,8581,8284,7492,7476,6017,1923,7571,9389,7119,1756,4585
8682,5189,9561,7090,6225,9549,2286,5242,7701,8886,9173,7859,8503,7677,7661,4356
8686,4399,7332,5747,3131,1320,3404,4445,9172,1357,7662,2852,4275,3120,2125,964
8687,9998,7501,3109,7724,7932,4177,9571,8726,8146,4681,6349,7078,6589,8386,9727
8688,4298,7829,4906,903,7985,6928,6223,4620,4823,8837,1274,7427,2834,6333,9576
8689,9168,6528,9875,4913,3847,1177,3052,7949,5952,8279,9187,7241,8966,8012,1821
8690,7245,3757,9574,6770,8347,1661,4692,4832,8756,3313,7750,6024,4609,6752,3857
8691,7371,4595,4259,3741,4846,1440,9635,3823,6549,7609,5834,3178,9187,5501,6237
8692,6808,5024,2747,6128,6124,4707,9210,6143,6675,5370,5410,2275,8168,8080,4455
8693,1749,7665,4818,5142,3877,8765,8536,3920,3574,1471,9365,7678,8793,6028,1115
8694,9676,7328,4959,9747,9892,8256,7996,8419,7150,8542,7911,6325,8008,6923,7132
8696,2763,9741,8077,3471,7575,6855,3597,2668,6112,7813,4478,1451,9323,3548,8098
8697,2259,6688,424,5596,5756,5988,6220,1915,9172,6842,3828,7338,3133,4733,1584
8700,2143,6445,5394,1545,4537,6535,2068,6417,5160,4799,4553,4190,6330,3047,6777
8703,8034,7873,2548,9127,867,8095,4213,3479,8907,1855,2534,8016,3417,7965,6406
8704,7839,9231,6027,8202,6187,835,1992,8979,2572,8140,3928,6932,2082,9540,7327
8706,6796,8112,3693,6549,6981,9951,438,4358,4855,2121,3355,7813,2849,4618,8078
8707,6441,9014,7182,5211,4536,6732,4398,9217,2132,5394,9670,5795,6398,3937,3695
8714,7284,9767,1767,7341,5708,5959,1855,8298,9924,3348,667,5810,8637,1678,4091
8716,6364,820,3864,6042,8360,268,9025,7055,8367,9653,8361,7079,8636,8127,3638
8717,6847,9785,2563,4967,3721,2301,6308,6072,1050,6625,9206,5915,9887,8438,7032
8721,1292,9910,5596,8549,870,6877,5138,3261,3973,4811,7569,5313,2175,4906,8532
8724,7539,8605,4707,3555,9506,710,9375,7593,8964,2417,9934,1471,2120,9104,4613
8726,7724,7932,3272,4681,6349,9727,9082,6662,5607,7295,7509,9789,7396,4768,4264
8727,6471,7456,6821,7851,4523,6672,6685,1354,5839,5235,6955,4157,3682,6240,9439
8728,7410,6182,4052,4888,7785,3375,2740,6014,6691,851,6839,5590,5636,7717,8549
8729,2467,8752,7204,9716,3750,9868,9857,3500,4806,3399,5290,5145,3601,6397,976
8730,5834,7067,9056,1147,7371,2596,6237,4204,9259,7825,7675,8231,5759,1541,1799
8731,3284,3787,1720,4252,2087,5737,1386,2603,5157,381,847,4639,5995,4850,1317
8732,9400,2784,5348,8763,5727,2094,4159,6684,4463,6087,5505,7681,9469,7991,2835
8733,7562,3484,4722,2618,4970,6788,3379,8843,5627,2063,1410,2026,1569,6390,4868
8734,7626,9708,9704,8610,4114,7361,9838,2072,9940,1604,5565,5497,9813,6652,7880
8735,9722,4392,2089,6322,4130,1936,8034,704,476,7873,7504,325,9197,5312,8107
8736,2805,2907,2442,8655,6279,4398,4412,3239,2384,4823,4673,3965,6750,8841,4590
8737,6102,9017,5991,4004,2766,8748,735,9225,5019,7499,3586,2451,365,7142,3836
8738,8428,6106,2946,5163,2446,3872,6857,6453,1996,9921,6039,2421,8656,6695,5545
8740,4902,9472,8526,8283,1829,3580,8888,1550,8882,7798,4068,878,6160,5414,6070
8742,4944,9216,9330,4229,9911,1862,3762,9622,8027,3500,1356,3393,9133,4257,7864
8745,9881,7045,7879,3460,6595,8054,3418,6019,6122,8262,7735,5029,3934,8653,849
8747,7233,8557,5967,9994,8287,5268,8331,5849,6031,9234,8241,3316,7262,3669,2308
8748,7499,8209,524,9512,6625,8782,9648,9078,3995,8025,8737,4676,4597,7495,2504
8750,8132,7961,620,7475,4126,6332,7704,4368,6761,3445,2092,7968,7893,7886,5281
8752,8729,6825,6555,9378,9716,2320,3750,9857,4334,6219,1927,6249,1448,8396,8025
8753,4844,9532,7737,5376,6374,9076,9968,4460,9482,4578,8558,6391,2642,8795,9476
8754,8238,2721,2154,3188,3940,7131,7358,4703,9999,5613,9594,5342,3819,4876,6143
8756,8418,7750,8730,6344,7477,9219,9063,9059,4022,7825,7675,8444,8690,2842,5521
8760,5438,6119,4729,2191,5802,4213,9123,3279,3077,5716,6022,6258,2960,8396,3169
8761,8761,8607,6794,9897,5267,6859,3664,6279,2861,8652,9925,8104,3369,3089,6640
8763,7241,1811,4895,1267,1606,1390,1627,9358,6979,1181,1226,1232,1151,8134,1694
8764,9600,3849,9637,9156,6050,9263,8731,9688,1256,8590,1909,2500,7942,2258,991
8765,5534,6360,5790,4600,2378,1749,3204,3742,8693,8536,7665,7508,4818,5708,9365
8766,6440,9675,6188,8049,9749,2817,2491,1105,4177,3797,1262,2045,2646,3072,2196
8767,3899,7519,7820,6005,5800,6551,6973,6002,3758,7170,9195,4785,9175,4205,4190
8768,9385,5849,8355,4075,9956,9978,8097,2843,9393,6594,6411,2102,8957,4454,6165
8771,9849,8832,7592,5582,6640,6780,1229,9270,6448,7934,5469,4167,8931,4434,4800
8773,9760,4717,9134,2222,1697,9453,6795,8776,7692,7654,5691,6342,4287,9524,2387
8774,9230,4180,4709,8578,5492,8924,5601,6106,7323,2096,1765,3303,7858,4439,2696
8776,6795,7692,9453,6342,2387,8773,9760,7654,5691,4287,4717,7167,3153,6534,6142
8777,4668,4125,3350,1820,7130,4675,2282,3052,8072,685,2687,2200,2531,2909,2756
8779,7965,3054,2702,6567,4453,3479,7977,8802,5561,3465,2604,1217,2548,2505,3971
8780,3318,2714,9189,5697,5224,3189,3115,5062,2764,1860,4644,5262,5465,202,9075
8781,8349,7426,7471,9731,8474,3333,9748,8446,5206,5929,6728,8034,4423,5526,5044
8782,8748,7499,9298,7232,524,9512,4709,4899,6265,9400,8818,9441,2869,7514,1853
8783,9814,8222,7411,2977,2640,1862,7864,8098,6461,7608,6855,7753,3897,9429,9975
8784,5441,9449,3843,9310,8354,8251,4303,4593,8546,4773,6197,3983,9339,4550,4952
8786,4286,9403,7750,2375,8777,3152,2517,9233,4603,6858,7042,2014,6988,9317,3612
8787,9371,7383,7479,2376,8484,6873,4578,5536,3562,4460,1809,1431,8419,7328,8354
8788,8357,6781,6797,5951,3807,9984,4971,5735,9346,6220,7245,5301,9460,8463,8366
8789,5155,1637,9561,6543,6751,4053,8608,5639,7677,5836,5009,4630,9496,2105,8524
8790,1864,9885,1085,2478,9635,5261,4533,6314,9400,9914,1016,9979,7949,3158,7017
8791,6543,9601,7909,9531,7387,8433,8202,6027,8656,9602,8270,8626,9482,6968,1409
8792,5802,9268,1041,9758,6787,9302,4104,6788,3529,6607,7808,7428,1364,8937,7086
8793,7665,4818,5391,8693,3877,5355,1749,7318,3577,3574,5108,1471,1417,4009,202
8795,7546,6391,6402,2202,7737,7393,7475,9532,7763,8435,7023,4126,2642,6332,6506
8799,7349,9376,6602,2898,9877,9499,7394,9653,9894,3247,8904,9538,6709,8294,7378
8800,7975,3462,4405,7233,5288,6617,5506,5491,7604,3731,4581,5933,9187,3711,185
8801,4238,7749,4510,5948,5808,5935,8873,1307,6180,3092,7746,2945,6345,8677,8033
8802,3054,5284,8779,2702,8836,9587,3946,3279,6321,5419,2566,9246,7390,1815,6777
8804,9090,5778,5451,8415,6210,3678,5075,7955,7567,6838,6079,5477,4835,4118,7484
8805,8665,8879,2344,6320,1444,3275,5460,4421,7778,6160,1960,1318,8214,5865,8588
8806,7436,1884,3584,4519,8945,9723,4789,9044,7126,4371,4447,4062,2965,9407,3198
8808,7460,5271,6783,3486,7687,2130,4954,2265,2715,2845,9056,7067,2529,1437,756
8811,7572,9406,9639,8270,4690,7514,5615,5740,4328,2420,9400,7858,4947,6908,1101
8814,9785,3621,3446,6072,6865,3529,5315,7623,6879,5254,8717,5696,7664,6559,3023
8815,6758,6256,5273,1756,8141,6382,3342,9737,6156,7021,8127,6634,788,2474,8162
8816,1655,5573,7165,9262,8073,6458,8228,1587,5471,9888,4218,5445,4557,8905,3713
8817,4646,6656,1836,9796,7899,2260,7858,3047,3596,3645,4375,6860,7212,9297,4658
8818,2869,6167,6892,4640,7008,8226,5346,8842,3911,4205,8782,6042,2344,6055,2982
8819,3451,3535,5413,8738,6166,9921,6825,2960,8221,8428,7151,2729,3172,3381,2158
8821,580,5699,2419,6055,9606,9877,7755,8176,8878,7277,8799,4531,9376,7349,8422
8823,8296,5577,3159,8260,5816,2036,2338,5321,8585,8821,3284,627,6448,5340,9688
8824,8853,7787,9388,3125,9468,5109,6561,9935,7213,6185,1871,8133,9657,5486,6619
8826,9298,7521,6508,7840,9779,3521,7784,4965,7377,1146,5575,1967,1907,3362,8896
8829,5949,9360,9923,9147,8371,6323,5763,5188,1744,9442,2670,9919,2352,9281,8831
8830,8514,5797,9068,6742,5801,7570,5135,6715,9000,6304,5077,6146,8030,3018,5014
8831,2548,1855,7965,4501,6229,4047,1868,8517,3479,6406,6249,7068,7145,8662,3399
8832,5469,8771,9609,7887,8526,6048,1507,5045,9438,1298,9525,2954,6189,4536,9856
8836,8553,6345,4890,3279,7768,2438,8451,7182,3686,7249,4297,5069,5682,5683,6317
8837,6223,8334,7089,8864,7427,4560,2506,5740,5592,2973,2203,4062,3080,9430,5467
8838,9541,8171,6790,8497,6430,6915,8557,8358,7848,2121,4864,7466,1838,3157,8214
8840,3734,5919,5995,9690,3419,6856,5188,1778,8212,7495,9561,4054,8793,9908,8605
8841,9525,6386,9385,6279,7446,9609,4019,4200,6418,5538,7394,3771,4554,8736,6855
8842,2280,5436,2982,8875,3721,4043,8423,5973,9361,3896,8479,8541,7416,8818,5496
8843,3484,3421,7562,8733,3847,1177,8689,9960,9594,2943,7949,1300,9187,9168,7241
8844,3796,6839,9355,8980,3757,3824,6372,1331,6230,3616,6674,1483,1513,3160,224
8845,6647,8876,4703,9475,7848,4385,8425,4285,2480,6686,9344,5026,5610,8444,7436
8846,9264,7604,8643,6879,9077,9965,3697,9939,3789,5424,3654,4664,1705,9521,8930
8847,9670,9197,4719,8056,9350,8078,7498,6117,8677,6028,8497,9820,6951,6702,2309
8848,9430,9405,9117,9801,7684,9919,7686,4389,4954,5740,6725,1459,7982,5491,3990
8849,7172,7855,5509,3440,9233,8635,6968,2517,8618,7985,6017,5182,4286,4113,9389
8850,9313,4444,8647,1160,8226,4443,8404,7433,8529,8452,1868,8286,2867,3222,4978
8853,8824,9468,9388,7787,5109,9935,3125,6561,7213,6185,1871,8133,9657,4134,6619
8854,3140,4482,504,8917,7489,4327,5142,5909,1618,2940,2667,9760,4320,9316,4717
8855,4364,5212,3305,2733,7759,5831,2201,4536,8196,363,7146,3129,6458,3211,6194
8856,9661,2750,7236,7283,7504,5469,8876,5045,4847,5264,2326,7524,9483,4196,2731
8857,7103,1258,2123,8192,7266,6097,5311,2741,1662,416,2620,373,335,1938,158
8858,2225,9180,5003,4795,8987,7080,3924,8093,6130,6833,6196,5304,4012,4713,3205
8859,2781,7852,7548,3008,2860,5592,3061,9231,8220,4663,4163,9134,6388,5643,3799
8860,6761,4871,6267,2159,5431,7631,5522,5748,7982,5411,7704,5277,7968,4619,1751
8861,7707,8596,6520,7941,5528,7099,8624,6172,5026,7017,1838,8894,1870,3144,7825
8863,8963,6280,7951,2670,4375,7822,6888,7162,2260,1211,6668,1648,5287,8631,2794
8864,4560,6223,8837,7089,7427,8334,2506,5592,5740,4535,6919,2973,5188,2203,5225
8866,9538,6480,4279,4334,5838,2984,7814,6371,7568,8988,5498,5632,8142,8087,6887
8867,9281,6736,1068,4932,2298,4793,9187,1992,3123,919,654,7251,5005,217,7737
8868,4728,3229,6087,7208,7619,8156,7748,3010,7503,6501,5041,5665,9469,4240,9494
8870,5806,6656,4112,2467,5492,9308,7899,9739,876,9629,9967,7858,6647,4868,2625
8871,7585,5883,5066,5813,1422,5598,2495,4527,3132,4351,1760,4208,1626,2688,3184
8872,6372,5598,9368,5883,7112,6072,7139,7583,7497,4781,4556,3113,2545,8050,5659
8873,6180,7318,8801,7749,7771,4238,7615,2103,9421,9323,6448,9585,5556,1184,4510
8874,7099,9900,4282,8861,8624,6172,5026,7707,7017,8894,6520,8596,7825,6376,7941
8875,9838,9813,3943,7317,9081,5436,9704,8610,6010,7626,9708,1604,927,2980,7592
8876,6647,4703,9475,8845,8425,4417,2480,6686,7735,5026,8444,5563,4263,2485,8856
8878,9606,7277,1239,6941,8821,7624,3710,6023,8949,8336,1996,1784,9874,9303,6055
8879,8159,3564,8805,6045,7864,9716,3631,4994,2344,4999,5303,1908,1739,5550,2362
8880,9626,8117,7377,2782,1687,8400,7092,9903,9607,7378,6256,3395,7375,4979,766
8882,8336,6160,8946,5730,4068,9858,6921,2716,7485,6772,4260,7756,1663,1113,7639
8884,7601,3745,5359,5771,4794,6151,3619,5117,4380,9155,5408,5548,9346,6344,2373
8886,9958,8682,9311,6225,3698,9549,2220,9142,9985,9333,4356,8403,7297,6654,1048
8888,7430,4645,8526,3094,6526,1550,9601,5414,4069,7888,7909,9531,3531,5458,7655
8890,9673,9245,9536,9457,7966,803,7712,3944,7420,7927,8004,5372,5048,4234,5383
8891,5802,9268,3404,9605,9758,6788,9766,3529,7428,8937,7086,7186,6919,9550,9463
8893,9424,5661,1629,1591,593,1574,2210,3403,3810,4976,9581,6034,9302,5326,9609
8894,7825,9199,7675,7099,5715,9368,6690,8861,2995,2822,8624,6172,5026,6192,6072
8896,7074,3700,8226,3104,7055,6508,6852,714,2544,6417,8826,5540,7353,248,353
8897,7058,8562,6766,7533,8076,9289,7624,4328,6931,4210,9132,7064,6836,7718,3265
8898,5080,5969,7733,3280,3705,3982,3366,4590,3965,4025,4616,6172,6048,4846,8143
8899,8916,9784,7411,3077,8222,6101,3552,4597,6442,6896,8011,7622,4330,2544,4733
8902,6788,1180,6467,2520,6120,8223,7440,6755,1218,4976,3013,8859,7399,4342,5059
8903,6570,8191,3225,5483,3695,8179,7832,4699,5495,8375,1705,5761,2720,6030,5027
8904,6126,9894,9581,7638,5666,3632,2325,1991,5356,5428,9499,7394,3247,5332,8135
8905,8073,5471,4690,9177,2359,8250,8091,6117,613,9365,3050,6028,9820,9368,6702
8906,529,8633,9061,4273,2365,7690,8539,4271,7985,2052,1280,402,8891,5256,1643
8907,6124,5138,5313,6043,4464,989,7615,7635,6501,1832,7970,1247,2280,1058,5858
8908,8037,4866,9061,6316,8375,8538,8309,4260,7242,4249,4503,6592,6293,7668,5027
8910,1919,9075,1608,5989,4541,3626,4732,3221,5931,4256,9022,370,163,1244,5341
8914,290,5255,9637,924,1030,6485,3682,3261,3946,3433,8405,787,4932,1334,2578
8915,2907,1637,6220,9778,1294,3645,8375,9359,5537,1148,5972,2958,2105,7302,4120
8916,8899,4229,5802,9268,9758,6788,3529,3077,7428,9784,6092,8937,7086,1274,2553
8917,5142,9316,4677,8854,9339,5741,7483,4990,2638,5430,7489,3140,4482,9318,2765
8920,6630,6447,7838,9232,3544,5401,6196,5076,6363,7779,6817,4434,2111,8677,1315
8921,2713,9559,5855,9152,5763,7597,7887,6233,6235,2505,3750,8067,2619,3769,2291
8922,3728,3859,9682,3571,6053,4007,3902,6056,5016,4805,9352,3189,6477,3115,8104
8923,9832,4785,4205,3954,8529,7169,4526,2810,7524,7155,6315,5425,1777,5670,5404
8924,8774,9230,4180,4709,8578,5492,5601,6106,7323,2096,1765,6791,3303,4439,7858
8928,7863,5017,6743,5248,3984,5892,4281,3075,4433,6907,8599,1257,3445,8004,1818
8929,1415,9939,5435,8553,6345,7950,6463,4664,8846,1621,1125,4059,2790,6191,6202
8930,9949,9979,7575,7949,9337,9264,8846,8790,3807,8232,2066,6453,3548,4811,3697
8931,3365,2929,4436,2685,2919,8578,8771,682,4709,2402,7539,7906,5298,9506,6411
8934,5403,6239,5803,4204,6086,8513,8422,7423,8231,6563,6477,2310,1750,7475,5967
8937,3203,5802,2191,9464,9268,9758,6788,3529,5779,7428,9910,4849,7086,4272,3696
8939,9715,6867,3048,5061,1732,2322,6359,4858,5505,4385,2423,6533,4582,783,2827
8940,9819,9531,4688,7495,7808,7783,3785,6189,9359,1783,8357,5478,9599,462,8209
8944,5388,2312,8413,1646,1213,7490,8448,2564,6701,838,760,4138,9835,8136,492
8945,4066,8806,7436,3584,7126,4371,4447,4062,9407,3198,3565,4590,4249,8545,5052
8946,9858,4068,6772,8336,5730,6160,8882,7485,4260,1996,2716,6921,9473,1663,8455
8947,7829,5396,7985,4398,6480,8970,8424,4864,6340,4823,1274,9624,9280,7589,6157
8949,5940,1129,2101,8565,7018,977,8361,8589,3903,6898,7838,8878,8609,4778,4054
8950,7269,3354,3272,9156,9614,8726,7295,4832,8171,9541,4264,5770,5468,9928,4865
8951,6169,9636,1678,5962,4125,3350,4668,5045,7130,1823,8777,7459,9856,8787,4675
8953,5733,7465,7306,6532,8956,8260,7018,7030,7747,5963,6380,7464,9133,4914,6556
8956,6532,5733,7306,7465,8953,8260,3112,7018,7667,2785,5963,6556,9239,6059,6097
8957,6345,8768,6021,1309,9385,3646,7131,5849,4100,7366,801,3546,6927,8547,869
8961,1881,5560,3013,7378,7480,6968,5951,2189,2873,6797,910,8294,9607,6798,5099
8963,8863,7951,6280,2670,4375,3950,3836,7822,6888,7162,8009,2223,2260,1211,8410
8964,9375,8727,4417,3488,5364,8334,4292,5937,6999,1621,2506,6060,3129,3361,3572
8965,6898,4370,8389,5840,7428,7198,7086,9533,3217,6165,1344,6021,1402,9436,3699
8966,2706,7159,9584,4611,6020,6313,5862,6067,5375,5646,2238,4083,9875,4416,7732
8968,6952,830,9654,4624,8368,5391,6263,4279,9003,5838,6582,5432,3711,5822,3238
8970,6340,6650,7113,8495,7589,8424,9848,8460,6480,8154,6891,7149,5429,2493,2407
8972,9981,8541,6277,7180,2890,726,5924,7965,6654,4845,3479,8842,6467,7706,9559
8973,9966,1055,1180,5947,8175,8469,779,2440,4828,6125,9240,2191,5802,4468,3675
8974,9907,9166,8319,3355,5770,5023,3574,2849,9511,4538,6436,8525,8348,4557,1334
8975,3650,6475,5076,9630,1657,3338,6630,4213,1312,8226,9649,6154,4220,9129,7985
8976,8609,4778,9455,4805,5480,5380,3735,3205,4642,9088,8000,4524,1900,9494,6323
8978,9566,5207,5580,6361,780,4483,7254,6590,1788,6920,1010,7720,3996,7880,8242
8979,6187,3594,2434,1828,1461,9806,3629,6362,7921,4353,4558,1631,6501,5477,2891
8980,3796,8844,2488,9341,2697,6839,3617,9355,3757,3824,6372,6913,2870,759,564
8982,8074,7660,8243,4874,6411,5993,9213,5398,1077,5353,5205,502,4881,7027,3809
8983,5740,3920,7388,3971,5952,9193,3178,1175,8094,4145,4481,9117,8693,3653,8811
8984,9985,5655,2673,5876,2666,6669,1643,2730,2242,5144,1972,288,7046,3786,3190
8985,4613,5149,645,2488,6516,8844,1576,4304,1690,6664,6366,6012,2211,1602,5425
8986,9614,9824,4678,4789,3175,7080,3513,2121,1838,7158,4285,3921,3803,3735,9322
8987,8068,4528,6914,7123,9180,5795,5558,6539,9026,6833,8093,3924,6807,9890,4795
8988,7568,6371,5179,2471,4177,7078,6347,6498,6056,9496,1731,7551,6887,1254,4779
8992,9965,1744,9383,9919,2907,800,7866,5561,6658,3465,1882,2233,8581,5518,5831
8995,7934,9270,2954,3019,5175,7589,6480,7568,5554,8771,2289,8673,1630,6371,8970
8996,9660,2721,3188,2154,9197,3940,7131,7358,4703,5613,7985,9594,7777,8754,5342
8997,4928,4876,9820,4934,5467,567,3757,2094,2704,3475,697,771,6546,300,1136
8998,5521,1793,7881,7293,8150,4099,9657,3950,9958,7466,8418,8133,7302,5486,6185
9000,8514,6742,6146,6715,5797,9068,5135,8830,5801,7570,3018,6304,5077,8030,5014
9001,2694,1241,4596,5094,6647,6514,3287,5520,3148,7083,6243,3829,8331,8876,4501
9002,8338,2744,2206,9901,9273,5639,8150,5657,4272,5836,1091,7293,4447,7296,3876
9003,6853,5032,3711,4492,4664,6952,830,3238,1745,1917,5034,6674,4925,1302,1050
9004,9997,7264,7985,5418,7952,1985,8676,8010,6435,7777,1522,990,8633,8159,3508
9006,9803,5756,5988,9156,3279,4277,6341,9375,9544,5510,4981,9063,8707,5648,3840
9008,9061,2490,7032,8831,7648,8031,3903,9460,5374,2912,6863,9664,8336,8589,7008
9010,8358,9843,9672,7805,6915,2836,6790,3512,2819,1575,8557,7981,7505,2376,8306
9013,535,995,3411,1004,5613,1523,3682,1376,4541,1192,363,711,12,149,2688
9014,9275,6441,2560,7182,4536,1157,8707,4398,7498,6653,2132,9670,6398,3695,8027
9017,6249,9223,8737,8650,828,1370,2451,5019,8367,6508,365,2766,3707,7543,2191
9018,7386,3759,7262,6648,9707,2695,3056,2229,5794,4940,4427,6808,8289,5024,1685
9019,8651,5498,9922,5554,3291,4182,2385,7258,9074,9434,7824,5147,6536,5357,8087
9021,4317,2192,2028,8242,4992,122,5268,9403,3325,9291,8786,7357,7779,9186,6302
9022,3054,3827,5396,8910,2702,2602,1919,4864,2979,9298,7648,8412,5312,7357,9075
9023,3827,6724,3376,7762,5601,7721,2990,1253,6395,3303,7722,8260,2409,5143,1896
9024,5716,9297,9337,8393,8112,9965,4221,1584,6681,3941,2498,1186,4443,9857,3310
9025,8452,1133,3054,2702,8716,8973,6364,378,1005,9653,3404,7648,4332,4793,9247
9026,6914,8068,6539,7123,8987,8093,4678,6807,5795,3924,7047,7080,4085,9890,9180
9032,5483,5996,9778,7551,1683,4699,2132,2329,3695,4026,4341,2686,8387,3099,1035
9033,7795,5953,5130,3678,5493,4835,7484,6211,5477,9671,8480,5778,3224,7063,7955
9036,6038,4561,9990,5686,5935,8360,5808,3464,4196,7762,3708,7471,9928,1299,3771
9037,5432,8291,7142,3959,5138,4881,1926,6611,4228,6606,5879,6321,1886,2794,3171
9038,7475,4126,6332,8727,3445,2092,9348,6471,5281,4355,6821,7456,7851,3336,1852
9044,4519,3188,2721,2154,2317,3382,7055,3940,9451,6752,7131,8806,7332,7358,4703
